date,log_rv_ann
2019-04-11,0.3982416002312114
2019-04-15,0.43658119465339096
2019-04-29,0.44502695776882195
2019-05-02,0.44212916302226624
2019-05-07,0.4802808403463273
2019-05-09,0.4812513884300754
2019-05-10,0.47907659281367126
2019-06-04,0.8672041484875104
2019-06-06,0.8881277981525736
2019-07-25,1.1069220932915071
2019-08-29,0.6322766551610997
2019-09-12,0.3946461388703824
2019-10-03,0.5735367842504406
2019-10-09,0.5591228783422485
2019-10-12,0.6171564569584328
2020-01-01,0.4354469856682226
2020-01-05,0.4531153063696767
2020-01-06,0.3998108946013416
2020-01-07,0.3898704644019611
2020-01-09,0.33943934747349713
2020-01-12,0.33828584361783914
2020-01-13,0.3413816530112757
2020-01-18,0.5215548908298103
2020-01-20,0.5370244184696968
2020-01-21,0.5368114740365819
2020-01-25,0.538635868054406
2020-01-28,0.5516510060986234
2020-02-10,0.4961975146846475
2020-02-11,0.49866159263204535
2020-03-06,0.6596346738661688
2020-03-07,0.6960589337614551
2020-03-16,3.7867157042877087
2020-03-29,4.0572693222040765
2020-04-02,4.028413721241618
2020-04-04,4.0150467140292445
2020-04-06,3.961557160206552
2020-04-07,4.198613869451411
2020-04-10,4.195620435145596
2020-04-12,4.126371905314443
2020-04-13,4.126403167938747
2020-04-17,4.202097514214597
2020-04-19,4.264114362777716
2020-04-21,4.2588140905747816
2020-04-22,4.252253080619931
2020-04-26,4.03744582890417
2020-04-29,1.1563607182844728
2020-05-04,0.9325101920068983
2020-05-06,0.9243519805240447
2020-05-07,0.8846999951038151
2020-05-08,0.8290289417092115
2020-05-28,0.6340548827139632
2020-06-01,0.6321607786824341
2020-06-02,0.666411305395613
2020-06-03,0.6115766807429384
2020-06-04,0.6060849800239324
2020-06-07,0.5486102515874183
2020-06-08,0.5479834308393514
2020-06-09,0.5467421980959406
2020-06-10,0.5372725478579229
2020-06-11,0.5370479957254144
2020-06-14,0.5110664454840783
2020-06-15,0.4983944602618293
2020-06-16,0.49092229904446005
2020-06-17,0.4929474045722942
2020-06-18,0.4904752982438327
2020-06-19,0.48928327849683845
2020-06-21,0.4850512264130831
2020-06-23,0.4929967558355901
2020-06-24,0.49272010513513426
2020-07-10,0.35307033234463137
