Returns,BP_NB6,BP_NB7,BP_NB8,BP_NB9,BP_NB10,BP_NB11,BP_NB12,BP_NB13,BP_NB14,BP_NB15
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.99,-0.00020732244362828113,-0.0005955628690260964,-0.0009371409656683133,-0.0009945002692181464,-0.0009965895061020418,-0.0007586628815058005,-0.000593650934866574,-0.000402364212427828,-0.00033690467314090777,-0.00030990892445925536
-0.98,-0.00043029411444743613,-0.0012208850817815391,-0.001908608783215061,-0.002028633828577956,-0.002036646252484322,-0.0015617734307232945,-0.0012266237958605236,-0.0008356479775358934,-0.0007014656757014274,-0.0006462168982532342
-0.97,-0.0006665052268219591,-0.0018737700845965558,-0.0029118829272602596,-0.0030996878169593975,-0.003117185540266502,-0.002405532139529613,-0.0018948059345442244,-0.001294921941673226,-0.0010881662902387306,-0.0010029176807070926
-0.96,-0.0009098773241708416,-0.0025483293595430097,-0.0039405585145526455,-0.004200592165639886,-0.004230283951230749,-0.003279695376143846,-0.0025873039345163185,-0.0017677799659410048,-0.0014834640878839324,-0.001365462906250934
-0.95,-0.0011509878085987951,-0.0032353042485977123,-0.004984682757843625,-0.005320297382680154,-0.005363508775472527,-0.0041681412118691405,-0.003287041510474327,-0.002235001393663294,-0.0018665028303355834,-0.0017115203375263122
-0.94,-0.001378160804310891,-0.0039231540901630306,-0.006031894043344332,-0.006445053549162593,-0.006501370806362351,-0.005050777986330287,-0.003972772959013718,-0.0026727759136791532,-0.0022115017236744054,-0.0020135172962362567
-0.93,-0.0015783781240056565,-0.004598964236835251,-0.007068372363880863,-0.007559477480817515,-0.0076265365999768926,-0.005905137383552086,-0.0046207641176367305,-0.0030545616684703792,-0.0024897511429393332,-0.002240765372737876
-0.92,-0.001738024019960656,-0.0052491876332686855,-0.008079615437640558,-0.00864742414399022,-0.008720818467866594,-0.006707675986198879,-0.005206166099359685,-0.0033526045070570733,-0.002671244782960721,-0.00236119830046464
-0.91,-0.0018437280730647613,-0.005860484356359134,-0.009051317444680273,-0.009692973277803166,-0.009766295298799767,-0.007435248563850327,-0.005704570152701353,-0.003539657399106071,-0.002726526803599072,-0.0023433387345657727
