ttm,regime,p_nb_ref,n_Q_dates,total_int_x_P_minus_Q,delta_BP_shadow_neg,delta_BP_shadow_pos,BP_int_x_P_minus_Q_denom_before_norm
45,OA,P_NB12,795,0.1163186779655411,0.015434889208226811,0.3538148905196796,0.1163186779655411
45,HV,P_NB12,607,0.12478374187377289,0.0587744973932005,0.37670794559190435,0.12478374187377289
45,LV,P_NB12,188,0.10977425384061765,-0.03493672791388627,0.42357425025846535,0.10977425384061765
