date,EMA,log_rv_ann,cluster,implied_var,VRP
2019-04-11,69.09406194592252,0.4985126507862745,1,0.4773989396186978,-0.02111371116757671
2019-04-15,58.9213834207672,0.5410546831907584,1,0.34717294242170604,-0.1938817407690524
2019-04-29,59.04532853784977,0.6435911808940544,1,0.3486350822142617,-0.2949560986797927
2019-05-02,60.71336456155369,0.3654000565131013,1,0.3686112636384123,0.0032112071253109775
2019-05-07,67.14310473076827,0.3509327481585264,0,0.4508196512886917,0.09988690313016535
2019-05-09,67.21275593938033,0.2828502419863021,0,0.4517554560966706,0.16890521411036852
2019-05-10,69.34486658369485,0.2828432238587128,0,0.4808710521510439,0.19802782829233112
2019-06-04,94.30016043259803,1.2360139373337038,0,0.8892520257613727,-0.34676191157233105
2019-06-06,117.62074223393552,1.2754269352765102,0,1.3834639003661904,0.10803696508968019
2019-07-25,94.28207433973476,1.2835977688412648,0,0.8889109541803273,-0.39468681466093747
2019-08-29,86.16266648247094,0.5383775792234471,0,0.7424005095369521,0.20402293031350505
2019-09-12,73.73447136963117,0.3030197028545212,0,0.5436772268158957,0.24065752396137452
2019-10-03,82.57378916361098,0.7342050204555083,0,0.6818430656836477,-0.052361954771860564
2019-10-09,74.63277280233832,0.7474011985017692,0,0.557005077616545,-0.19039612088522417
2020-01-01,73.35512785737288,0.3999611669801798,1,0.5380974782971523,0.13813631131697246
2020-01-05,73.34488059724984,0.4349836464395242,1,0.5379471509824836,0.10296350454295938
2020-01-06,75.33277516477656,0.4305457185938383,1,0.5675027014026777,0.1369569828088394
2020-01-07,73.88915116935348,0.4822773840261651,1,0.5459606660527572,0.06368328202659207
2020-01-09,80.93722810643935,0.4815240777080115,1,0.6550834893553796,0.17355941164736816
2020-01-12,84.01657083308376,0.5150246187451305,1,0.7058784174550581,0.19085379870992758
2020-01-18,81.81461289517091,0.5531690626669649,0,0.6693630883186666,0.11619402565170178
2020-01-20,77.80439541189278,0.5494712424544452,0,0.6053523945410162,0.05588115208657096
2020-01-21,77.4593527909398,0.5493553110329512,0,0.5999951334791275,0.050639822446176264
2020-01-25,67.91636282384772,0.5574775242252242,1,0.4612632339220525,-0.09621429030317175
2020-01-28,69.3617545896363,0.5443681491993534,0,0.4811052999752933,-0.06326284922406011
2020-02-10,77.89735627790121,0.628706445415673,0,0.6067998115086275,-0.021906633907045503
2020-02-11,80.92690753800701,0.3490646939502714,0,0.6549164363665138,0.30585174241624236
2020-03-06,85.84717524197302,0.8218488584659478,0,0.7369737497026025,-0.08487510876334525
2020-03-07,84.34946593507517,0.8851782878828997,0,0.7114832403532407,-0.17369504752965892
2020-03-29,119.93400820768578,6.215354456142142,0,1.438416632476124,-4.776937823666018
2020-04-02,107.88748730860624,6.230685337650254,0,1.1639709917764673,-5.066714345873787
2020-04-04,104.60709183926186,6.1756581696130715,0,1.0942643663067761,-5.0813938033062955
2020-04-06,103.80846829284616,5.7563933992513325,0,1.0776198089306845,-4.678773590320648
2020-04-07,112.3907891034344,6.161660280498857,0,1.2631689475292671,-4.8984913329695905
2020-04-10,113.29042325477717,1.4665087790593287,0,1.2834720001246553,-0.1830367789346734
2020-04-12,102.19234534610308,1.4659584342610472,0,1.0443275447337197,-0.4216308895273275
2020-04-13,105.94404741437938,1.2852048907800144,0,1.1224141182540268,-0.16279077252598761
2020-04-17,96.75328117486713,1.1157372462703168,0,0.9361197418102897,-0.1796175044600271
2020-04-19,95.32714938742448,1.160417401700294,0,0.9087265410332344,-0.2516908606670596
2020-04-21,94.26941027760114,1.0728794214800796,0,0.8886721714086692,-0.18420725007141048
2020-04-22,91.31414901126549,1.0682864240064205,0,0.8338273809651598,-0.23445904304126064
2020-04-26,91.18032250303192,1.061305797101619,0,0.8313851211756909,-0.22992067592592824
2020-04-29,94.34500793738177,1.0174708697487087,0,0.8900980522704628,-0.12737281747824591
2020-05-04,94.92657071451605,0.7425508255400874,0,0.9011053827618015,0.15855455722171408
2020-05-06,96.5738475292505,0.7001020378110767,0,0.9326508026602923,0.2325487648492156
2020-05-07,96.73527132103216,0.7048541624593677,0,0.9357712717553707,0.23091710929600295
2020-05-08,96.50027149024504,0.6740469884869466,1,0.9312302397690999,0.25718325128215336
2020-05-28,74.59477705571481,0.4597751772402985,1,0.5564380763991796,0.09666289915888115
2020-06-01,80.88239753757006,0.6295743640296213,0,0.654196223142552,0.02462185911293069
2020-06-02,83.12355658349935,0.6866526212332791,0,0.6909525659090218,0.004299944675742684
2020-06-03,81.09016783417809,0.7052118777654993,0,0.657561531937517,-0.04765034582798233
2020-06-04,82.38428340811816,0.670129113930301,0,0.6787170152669134,0.008587901336612469
2020-06-07,75.28961139756042,0.5035309280774436,0,0.566852558439566,0.06332163036212235
2020-06-08,81.35649491350856,0.5022963476389629,1,0.6618879264611744,0.15959157882221153
2020-06-09,78.94816016767467,0.4981124072151214,1,0.6232811993860814,0.12516879217096
2020-06-10,78.86445133775058,0.4631025945231978,1,0.621960168480443,0.1588575739572452
2020-06-11,81.37656901795779,0.4612310709010407,1,0.6622145985134448,0.20098352761240407
2020-06-14,71.76351419001335,0.4722174129713498,1,0.5150001968900249,0.04278278391867507
2020-06-15,74.49739162900917,0.4639918339114273,1,0.5549861359525965,0.0909943020411692
2020-06-16,77.88068160941677,0.4641615499842872,1,0.6065400567947348,0.14237850681044756
2020-06-17,75.75691031074601,0.4644252026805899,1,0.5739109459830415,0.10948574330245159
2020-06-18,72.76271090577919,0.4257372142788372,1,0.5294412098357997,0.10370399555696247
2020-06-19,69.31684605319785,0.4093130908446303,1,0.48048251467627295,0.07116942383164265
2020-06-21,65.9674060333924,0.4005193751896043,1,0.43516986587744555,0.03465049068784126
2020-06-23,67.09121223977948,0.4540465830887957,1,0.45012307598031365,-0.003923507108482049
2020-06-24,66.95144454194676,0.4387368857654962,1,0.44824959262533726,0.009512706859841069
2020-07-10,67.65119592004697,0.2090202271882882,1,0.457668430941258,0.24864820375296978
2020-07-12,65.65862910471608,0.2006126767631575,1,0.431105557591067,0.2304928808279095
2020-07-21,59.82767405032361,0.148566692484391,1,0.3579350582271765,0.20936836574278547
2020-07-26,68.51915613419453,0.3255108021109926,0,0.4694874757342129,0.1439766736232203
2020-07-28,77.85169446925161,0.3389730038354425,0,0.6060886331733701,0.26711562933792765
2020-08-05,96.86898068744811,0.5448479408559102,0,0.9383599419425196,0.39351200108660944
2020-08-06,93.14902521784998,0.5495709921920712,0,0.8676740899035651,0.3181030977114939
2020-08-07,90.21141923507504,0.5520557098037165,0,0.8138100160406467,0.2617543062369302
2020-08-08,88.1456558325009,0.5726986374404888,0,0.77696566421417,0.20426702677368125
2020-08-09,85.11423905424842,0.5849077648518096,0,0.7244433689783747,0.13953560412656507
2020-08-10,84.19826359076615,0.5841516065164353,0,0.7089347591700136,0.12478315265357831
2020-08-28,80.70787927145498,0.6469319328638686,1,0.6513761776495753,0.004444244785706708
2020-09-09,109.16635309554852,1.2232407216473689,0,1.1917292648181976,-0.031511456829171225
2020-09-11,99.62347780120768,1.1322735920242142,0,0.992483732920772,-0.13978985910344222
2020-09-12,94.04432534778,1.1334902734111498,0,0.8844335130119095,-0.2490567603992403
2020-09-13,85.561490226217,1.1512248780637409,0,0.7320768609731029,-0.419148017090638
2020-09-16,81.81064557439478,1.197689765930343,0,0.669298172929924,-0.5283915930004189
2020-09-17,67.97870805950636,1.189892412040662,0,0.46211047494395957,-0.7277819370967025
2020-09-18,69.42969766086274,1.169496996111289,1,0.48204829172788094,-0.6874487043834081
2020-09-19,71.87213480279894,1.1651201185865885,1,0.5165603761111702,-0.6485597424754183
2020-09-22,72.01140996336106,1.199169532977747,0,0.5185643164911257,-0.6806052164866213
2020-09-23,72.70604484882233,1.199573396042186,0,0.5286168957558963,-0.6709565002862896
2020-09-25,67.26316197084068,1.339009995613388,1,0.4524332958315548,-0.8865766997818333
2020-09-26,68.04754354491554,1.3381678917416509,1,0.4630468182497177,-0.8751210734919331
2020-09-27,65.99834614570466,1.2730220483750256,1,0.43557816939682487,-0.8374438789782008
2020-09-28,64.93739700055534,1.2698987017903167,1,0.4216865529207734,-0.8482121488695433
2020-09-29,65.36145803459979,1.1663883770070804,1,0.427212019640875,-0.7391763573662053
2020-09-30,61.83997748215526,1.083704077225333,1,0.382418281499347,-0.701285795725986
2020-10-01,63.121246256506666,0.8356283869946959,1,0.3984291728974557,-0.43719921409724016
2020-10-02,65.58761688247148,0.8383777277444237,1,0.4301735488321858,-0.40820417891223787
2020-10-04,67.60421984832826,0.5079986544200226,1,0.4570330541301099,-0.05096560028991265
2020-10-05,70.70071491508912,0.5124984139497272,1,0.4998591089504706,-0.012639304999256584
2020-10-06,69.26034696954436,0.4902510433121051,1,0.47969956623416726,-0.010551477077937854
2020-10-07,71.9366665900106,0.4887688171161009,1,0.5174884000082347,0.028719582892133833
2020-10-08,72.8683847847824,0.4606725367473761,1,0.5309801501143108,0.07030761336693464
2020-10-09,72.20579372322547,0.4651869476718354,1,0.5213676647200985,0.05618071704826316
2020-10-10,71.4509427124772,0.472097043189582,1,0.51052372145017,0.03842667826058799
2020-10-11,68.1793900837661,0.428477704684571,1,0.46484292321943416,0.03636521853486313
2020-10-12,69.2777418381972,0.4188148284435437,1,0.4799405514199899,0.06112572297644625
2020-10-19,58.75691231215406,0.2754808008609031,1,0.34523747444581604,0.06975667358491294
2020-10-21,62.389202521104245,0.2236704130271381,1,0.3892412591219361,0.16557084609479797
2020-10-25,63.07824717792528,0.2205676655355293,1,0.39788652670394375,0.17731886116841444
2020-10-27,63.98101128307,0.233701019414195,1,0.40935698048043306,0.17565596106623807
2020-10-28,64.56186913433555,0.2424655541739586,1,0.41682349461190693,0.17435794043794833
2020-10-29,62.03133472149717,0.2565977728858921,1,0.38478864873304197,0.1281908758471499
2020-10-30,62.35312396284236,0.2512570505258809,1,0.38879120679255863,0.13753415626667775
2020-11-01,67.43279753665036,0.2485624530924691,1,0.45471821836188786,0.20615576526941876
2020-11-02,69.81133989529961,0.2557528164590232,1,0.48736231779770506,0.23160950133868186
2020-11-03,72.00862092302458,0.2477801608234069,1,0.5185241487235853,0.2707439879001784
2020-11-04,72.3629811441472,0.2489895182271289,1,0.5236401040068203,0.27465058577969137
2020-11-05,73.19885792588522,0.2579003494066942,1,0.5358072801653929,0.2779069307586987
2020-11-08,80.86571099211463,0.3776865922265991,0,0.6539263214260208,0.2762397291994217
2020-11-11,74.66321748448462,0.3944870989661175,1,0.557459604513545,0.16297250554742754
2020-11-15,70.45301285275829,0.4066630385799648,1,0.49636270200309246,0.08969966342312768
2020-11-19,69.09867382690042,0.3521803372136896,0,0.4774626724636374,0.1252823352499478
2020-11-27,84.39256129138704,0.7231260437335312,0,0.7122104401320517,-0.010915603601479473
2020-12-01,98.6649606521546,0.8370259335584526,0,0.9734774460491218,0.13645151249066922
2020-12-02,98.40540731120376,0.8389917290188198,0,0.9683624188083915,0.12937068978957167
2020-12-03,96.89723134137694,0.8259181892428135,0,0.938907344162432,0.11298915491961858
2020-12-04,95.6740113631572,0.730322828549938,0,0.9153516450317535,0.18502881648181546
