Returns,BP_NB6,BP_NB7,BP_NB8,BP_NB9,BP_NB10,BP_NB11,BP_NB12,BP_NB13,BP_NB14,BP_NB15
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.99,-0.0002383887382819547,-0.00022059257754655797,-0.00015064720841240334,-3.7561030238857745e-05,-1.847010875608824e-05,-1.0671843777511755e-05,-1.2172292385114753e-05,-2.9852421319662116e-05,-5.709217945945854e-05,-0.0006181778421200229
-0.98,-0.0004936509230341236,-0.00045758327420643215,-0.0003144627515950748,-7.969987290569759e-05,-3.939928038217162e-05,-2.2805755438930164e-05,-2.6011218845082442e-05,-6.351867713995817e-05,-0.0001207979354185174,-0.0012640158210475239
-0.97,-0.0007658837170265325,-0.0007110154632072676,-0.0004912398303275435,-0.00012526537178160176,-6.144333310635591e-05,-3.487937921414777e-05,-4.010554727849974e-05,-9.973965091643797e-05,-0.00018993479316224143,-0.0019368399255444866
-0.96,-0.0010536951336995505,-0.0009793222004074837,-0.0006788574553978677,-0.00017049996149684867,-8.065419512732608e-05,-4.264931359518462e-05,-5.046475402227192e-05,-0.000134572972757747,-0.00026037845950870156,-0.002632848439805885
-0.95,-0.0013541977835052508,-0.0012593197390687217,-0.0008732736491519102,-0.00020903024192248028,-9.046973663157917e-05,-3.91397180568053e-05,-5.050849401825565e-05,-0.0001613832388475546,-0.0003250524098379838,-0.0033450975629908484
-0.94,-0.0016633574467360768,-0.001546584873821261,-0.0010689745138695488,-0.00023246846331141882,-8.231024050414483e-05,-1.5262110153314425e-05,-3.1655203591927104e-05,-0.00017146005758652245,-0.00037460881008609235,-0.004064219817808041
-0.93,-0.0019763252298707155,-0.0018358145551891413,-0.00125940236329364,-0.00023098622358769667,-4.6147301794273054e-05,3.959353786699832e-05,1.611652668412021e-05,-0.00015460757427975674,-0.0003980779615138839,-0.0047791087037514874
-0.92,-0.0022879188766661597,-0.002121346868536129,-0.001437575581086336,-0.0001941452995397682,2.8671909759732287e-05,0.00013670200238679537,0.00010345436815451653,-9.99982780607662e-05,-0.0003838087040177007,-0.005477911505615414
-0.91,-0.002592683713379568,-0.002397227349088545,-0.0015961687415103117,-0.00011100577247180698,0.00015331797964813652,0.0002878926654160279,0.00024152737659283597,3.7158266529429478e-06,-0.00031959090004466035,-0.006148154300634675
-0.8999999999999999,-0.0028850948802683156,-0.0026574281533017162,-0.0017277743703729878,2.952214521839483e-05,0.0003391305282067442,0.0005051875056067336,0.0004416820381642809,0.00016804155672844276,-0.0001930536604661028,-0.006777158937163938
-0.8899999999999999,-0.003159828975004303,-0.002896142344157623,-0.001825254043030825,0.0002382061885720723,0.0005971501635787745,0.0008003149061843561,0.000714980436376267,0.000404159409643947,7.800579308399098e-06,-0.007352603610390546
-0.8799999999999999,-0.0034117601440503543,-0.003107780156856335,-0.0018817357687537697,0.0005254934913946557,0.0009381203962552537,0.0011847124222070858,0.0010722025312557477,0.0007229248092342876,0.0002945977615230092,-0.007862514769365562
-0.8699999999999999,-0.0036361901221784,-0.0032872183542411613,-0.0018909120575435442,0.0009011087238146683,0.001372088957563497,0.001669112675386851,0.0015234527476537148,0.0011344548081593981,0.0006781375624273946,-0.008295742452260798
-0.8599999999999999,-0.003828843776841514,-0.0034297959752409243,-0.0018470370258600328,0.001374054829513288,0.0019084087620474587,0.0022635450104391682,0.002078161204161445,0.0016481284273926681,0.0011683944550386022,-0.008641951823463728
-0.8499999999999999,-0.003985770750410847,-0.003531208552067082,-0.0017448031246285532,0.001952774393400191,0.002555898217670742,0.0029775028650288323,0.0027452422440982973,0.002272751963704672,0.0017747006569521536,-0.008891421272444449
-0.8399999999999999,-0.004103486502063347,-0.0035876613179402165,-0.0015795255818337245,0.0026448981014405375,0.0033225913416099406,0.003819684221640283,0.0035328477537253616,0.0030162998608585963,0.002505461910607321,-0.009035335358156281
-0.8299999999999998,-0.004179239792381906,-0.0035961592251419153,-0.0013474894911979954,0.0034567745627584,0.0042152705605194,0.004797505807510956,0.004447905743824556,0.003885430771680607,0.003367625962752457,-0.009066339421141894
-0.8199999999999998,-0.004210692313624008,-0.0035541611452768467,-0.001045542135909253,0.004394010398428254,0.0052400024497034365,0.005917660691934799,0.005496649339580524,0.0048860416711196085,0.004367294492428202,-0.008977881001180948
-0.8099999999999998,-0.004196025765543646,-0.003459696465847228,-0.0006712345755242234,0.0054612736353269785,0.006401941666861193,0.007185914245593438,0.006684422865183326,0.006023064753857713,0.005509501490766623,-0.008764434599823873
-0.7999999999999998,-0.0041339653166833626,-0.003311391288806,-0.00022285611512866022,0.006662239623794056,0.007705276095737034,0.008607046801804132,0.008015627218755208,0.0073004106229260434,0.006798153109561972,-0.008421554596471975
-0.7899999999999998,-0.0040237250713111555,-0.0031084103108935737,0.0003006311171044778,0.00799966971973261,0.009153303468310543,0.010184932856475737,0.009493794900460584,0.008721047723373142,0.008236117952230223,-0.007945768011936598
-0.7799999999999998,-0.003865091196624735,-0.0028505476520052776,0.0008994804971103851,0.009475251594438669,0.01074827088799702,0.011922373259696804,0.01112143064562953,0.010286836607467634,0.00982504781604424,-0.007334752514919986
-0.7699999999999998,-0.0036583469470329623,-0.002538146715468349,0.0015732519999868658,0.011089709955419696,0.012491482422026986,0.01382120598184136,0.012900116552871824,0.011998641859917723,0.011565504689064678,-0.006587189062597455
-0.7599999999999998,-0.0034042989073715074,-0.0021721295792094504,0.002320772993636966,0.012842741407463583,0.014383231571735251,0.015882234263194645,0.014830443962720773,0.013856263056890436,0.013456888984628344,-0.0057028247540188036
-0.7499999999999998,-0.0031040047504590483,-0.0017537035714268203,0.003140482096007687,0.01473346107307122,0.016423241363849424,0.018105682488444283,0.016912446350328066,0.01585889136488676,0.015497947204968821,-0.004681920678793829
-0.7399999999999998,-0.0027590895085043716,-0.001284704465223828,0.004030016860687205,0.016759834749741475,0.01861009648681136,0.020490602767951078,0.01914503635886239,0.018004523347653092,0.017686131852055486,-0.003525916431273146
-0.7299999999999998,-0.0023716188129049762,-0.0007674605056385291,0.004986370176226998,0.018918871341712044,0.02094142970290917,0.02303506576684318,0.02152618736987134,0.020290155754685516,0.020017822056202672,-0.0022371814211307166
-0.7199999999999998,-0.0019438784746914847,-0.00020455517068598627,0.006006166659961667,0.021206974364984962,0.023414265487752963,0.025736514483978224,0.024053269900231874,0.02271214344937915,0.02248872457615847,-0.0008185745387962473
-0.7099999999999997,-0.0014785420474661467,0.0004009903612888713,0.0070854404470325595,0.023619623752344367,0.026024697869446226,0.028591424546317173,0.026722729927793988,0.02526586877183941,0.02509351728467604,0.000726193135843024
-0.6999999999999997,-0.0009786129122120785,0.0010457785989389623,0.008219702293528856,0.026151443373270303,0.028767950411153903,0.03159536132856199,0.0295301440794405,0.027945806902630016,0.027825929564066317,0.0023926591283872436
-0.6899999999999997,-0.0004473781201203093,0.0017260843737241002,0.009403991308301725,0.02879624602327237,0.031638412882764054,0.034743011940077145,0.0324702511877539,0.030745567674688168,0.030678797631827136,0.004175683825148214
-0.6799999999999997,0.00011161881201599432,0.0024378829464352385,0.01063290209032466,0.03154704344664124,0.03462964219895406,0.03802817906681381,0.03553694789131835,0.033657901031657556,0.033644080748458684,0.00606948314073275
-0.6699999999999997,0.0006946241132826757,0.003176898648962464,0.01190063604753587,0.0343960866598174,0.03773439235782174,0.041443803933728256,0.03872331215424668,0.03667473318285677,0.03671291219468862,0.008067697776359437
-0.6599999999999997,0.0012977805069138016,0.003938718988834758,0.013201130264189693,0.03733500800214315,0.04094474422994588,0.04498209201299682,0.04202172461885222,0.039787306836268056,0.03987576587505096,0.010163584609095196
-0.6499999999999997,0.0019170145299963247,0.004718671395329676,0.014527904371325822,0.04035458321096634,0.04425185679737304,0.048634243604400086,0.04542361524597801,0.042985930473274786,0.04312219343380569,0.012349751895372466
-0.6399999999999997,0.002548139515927249,0.005511933238008298,0.015874184277768627,0.043444862134629884,0.04764608313163208,0.052390562582384385,0.048919569278798904,0.04626010595665508,0.046440979099583155,0.014618336462438996
-0.6299999999999997,0.0031869056251605777,0.006313584576756809,0.01723295780900126,0.04659520596198725,0.05111699215880612,0.05624046566934903,0.05249933919238166,0.049598559564309926,0.049820189300109494,0.016961067990388816
-0.6199999999999997,0.003828952978910315,0.00711855612027309,0.018596905867376796,0.04979415543533743,0.0546532211412144,0.060172314024542525,0.056151688426972296,0.05298909881976971,0.053247031581353896,0.019369129392509996
-0.6099999999999997,0.004469960470027925,0.007921788872474276,0.01995858495126231,0.053029633552103675,0.058242658789282774,0.06417358721202977,0.05986456057923581,0.056418812540035244,0.05670809265068517,0.021833417165143258
-0.5999999999999996,0.0051055663612156145,0.008718146974749468,0.021310316676924887,0.05628875359126836,0.0618722349015788,0.06823064602509603,0.06362485885079816,0.05987386478461909,0.060189130362742455,0.024344326167986378
-0.5899999999999996,0.0057315165983314155,0.009502576920609355,0.022644369967840944,0.059558017125338196,0.065528095650771,0.07232889475428449,0.06741860519010959,0.06333968906760498,0.06367530763447617,0.02689200000474437
-0.5799999999999996,0.006343750458540582,0.010270199066908655,0.023953063053730635,0.06282340267603258,0.06919566865053553,0.07645282687459563,0.07123098935609484,0.06680106970852644,0.06715130317894119,0.029466447146055084
-0.5699999999999996,0.006938235806164274,0.011016128404058767,0.02522854427911641,0.06607002236044746,0.07285929740670093,0.08058562071640549,0.07504599144154879,0.07024177878151917,0.0706009338930967,0.032057134908556516
-0.5599999999999996,0.007511106414694189,0.01173562218187673,0.02646296140644446,0.06928229748098032,0.07650238945384831,0.08470926762367417,0.07884651046688931,0.07364474594710124,0.07400736504570847,0.034653201803994955
-0.5499999999999996,0.008058821536215932,0.012424251746004361,0.027648660163663713,0.07244417212375699,0.08010760066061712,0.08880473572287657,0.08261452743762755,0.0769922669971221,0.07735336394811466,0.037243710245180715
-0.5399999999999996,0.008578103015463532,0.013077833926080388,0.028778097904602784,0.07553894434908677,0.08365663831589652,0.09285173502075222,0.08633089066683085,0.08026581915296863,0.08062112126182835,0.039817434132045144
-0.5299999999999996,0.00906593284359781,0.013692428003065582,0.029843835898287565,0.07854920242980078,0.08713016715482934,0.0968285876478945,0.08997520158954712,0.083445984145809,0.08379219150381521,0.042362765299054576
-0.5199999999999996,0.009519695897144954,0.014264489954667094,0.030838719285143888,0.0814570127919692,0.09050796412154039,0.10071235504559894,0.09352594515212011,0.08651262990972731,0.08684771860700638,0.044867913699591616
