date,log_rv_ann
2019-04-11,0.49851265078627455
2019-04-15,0.5410546831907584
2019-04-29,0.6435911808940544
2019-05-02,0.3654000565131013
2019-05-07,0.3509327481585264
2019-05-09,0.28285024198630215
2019-05-10,0.28284322385871286
2019-06-04,1.2360139373337038
2019-06-06,1.2754269352765102
2019-07-25,1.2835977688412648
2019-08-29,0.5383775792234471
2019-09-12,0.3030197028545212
2019-10-03,0.7342050204555083
2019-10-09,0.7474011985017692
2019-10-12,0.829788064401634
2020-01-01,0.39996116698017986
2020-01-05,0.4349836464395242
2020-01-06,0.43054571859383833
2020-01-07,0.4822773840261651
2020-01-09,0.4815240777080115
2020-01-12,0.5150246187451305
2020-01-13,0.45743762044579167
2020-01-18,0.5531690626669649
2020-01-20,0.5494712424544452
2020-01-21,0.5493553110329512
2020-01-25,0.5574775242252242
2020-01-28,0.5443681491993534
2020-02-10,0.628706445415673
2020-02-11,0.3490646939502714
2020-03-06,0.8218488584659478
2020-03-07,0.8851782878828997
2020-03-16,5.7999784158180265
2020-03-29,6.215354456142142
2020-04-02,6.230685337650254
2020-04-04,6.1756581696130715
2020-04-06,5.7563933992513325
2020-04-07,6.161660280498857
2020-04-10,1.4665087790593287
2020-04-12,1.4659584342610472
2020-04-13,1.2852048907800144
2020-04-17,1.1157372462703168
2020-04-19,1.160417401700294
2020-04-21,1.0728794214800796
2020-04-22,1.0682864240064205
2020-04-26,1.061305797101619
2020-04-29,1.0174708697487087
2020-05-04,0.7425508255400874
2020-05-06,0.7001020378110767
2020-05-07,0.7048541624593677
2020-05-08,0.6740469884869466
2020-05-28,0.4597751772402985
2020-06-01,0.6295743640296213
2020-06-02,0.6866526212332791
2020-06-03,0.7052118777654993
2020-06-04,0.670129113930301
2020-06-07,0.5035309280774436
2020-06-08,0.5022963476389629
2020-06-09,0.4981124072151214
2020-06-10,0.4631025945231978
2020-06-11,0.46123107090104076
2020-06-14,0.47221741297134984
2020-06-15,0.46399183391142734
2020-06-16,0.46416154998428727
2020-06-17,0.46442520268058995
2020-06-18,0.4257372142788372
2020-06-19,0.4093130908446303
2020-06-21,0.4005193751896043
2020-06-23,0.45404658308879575
2020-06-24,0.43873688576549624
2020-07-10,0.2090202271882882
2020-07-12,0.20061267676315753
2020-07-21,0.14856669248439103
2020-07-26,0.3255108021109926
2020-07-28,0.3389730038354425
2020-08-05,0.5448479408559102
2020-08-06,0.5495709921920712
2020-08-07,0.5520557098037165
2020-08-08,0.5726986374404888
2020-08-09,0.5849077648518096
2020-08-10,0.5841516065164353
2020-08-28,0.6469319328638686
2020-08-29,0.48583429355128216
2020-09-09,1.2232407216473689
2020-09-10,1.1132551356234004
2020-09-11,1.1322735920242142
2020-09-12,1.1334902734111498
2020-09-13,1.1512248780637409
2020-09-16,1.197689765930343
2020-09-17,1.189892412040662
2020-09-18,1.169496996111289
2020-09-19,1.1651201185865883
2020-09-22,1.199169532977747
2020-09-23,1.199573396042186
2020-09-25,1.339009995613388
2020-09-26,1.3381678917416509
2020-09-27,1.2730220483750256
2020-09-28,1.2698987017903167
2020-09-29,1.1663883770070804
2020-09-30,1.083704077225333
2020-10-01,0.8356283869946959
2020-10-02,0.8383777277444237
2020-10-03,0.5472797195996972
2020-10-04,0.5079986544200226
2020-10-05,0.5124984139497272
2020-10-06,0.4902510433121051
2020-10-07,0.48876881711610093
2020-10-08,0.4606725367473761
2020-10-09,0.4651869476718354
2020-10-10,0.47209704318958207
2020-10-11,0.428477704684571
2020-10-12,0.4188148284435437
2020-10-19,0.2754808008609031
2020-10-21,0.22367041302713814
2020-10-25,0.22056766553552937
2020-10-27,0.233701019414195
2020-10-28,0.24246555417395868
2020-10-29,0.25659777288589214
2020-10-30,0.25125705052588093
2020-11-01,0.24856245309246916
2020-11-02,0.2557528164590232
2020-11-03,0.24778016082340698
2020-11-04,0.24898951822712892
2020-11-05,0.25790034940669426
2020-11-08,0.37768659222659917
2020-11-11,0.3944870989661175
2020-11-15,0.40666303857996483
2020-11-19,0.3521803372136896
2020-11-27,0.7231260437335312
2020-11-28,0.7223751742282909
2020-12-01,0.8370259335584526
2020-12-02,0.8389917290188198
2020-12-03,0.8259181892428135
2020-12-04,0.730322828549938
2020-12-07,0.7753338389623354
2020-12-08,0.7772815859538804
2020-12-09,0.8252951083204116
2021-01-03,0.6050393581697695
2021-01-24,2.4214557180015386
2021-01-25,2.576388134022148
2021-02-16,1.7069805484268576
2021-02-27,1.1466674593371837
2021-03-05,0.9802811880009805
2021-03-06,0.9728052923666736
2021-03-11,1.0073352352295435
2021-03-14,1.1015685466030534
2021-03-15,1.1122475954035898
2021-03-16,1.1348121362592243
2021-03-18,1.0887820566093611
2021-03-21,1.0944193307211294
2021-03-23,0.8110007906255875
2021-03-24,0.7897557271363892
2021-03-27,0.7462761152349527
2021-03-28,0.7211520073381094
2021-03-29,0.5805310741505882
2021-03-30,0.6224120183721626
2021-04-01,0.6016128124871416
2021-04-04,0.6413370465533248
2021-04-05,0.6017953697741635
2021-04-06,0.5990618459552974
2021-04-07,0.5819486171470797
2021-04-08,0.6305545350802477
2021-04-09,0.6456103632718166
2021-04-10,0.5487579207841328
2021-04-12,0.5281766333682023
2021-04-14,0.5971196740828355
2021-04-15,0.6252247397650587
2021-04-16,0.6353146774346913
2021-04-17,0.6531204043089661
2021-04-19,0.6424149821298121
2021-04-20,0.6583748591932989
2021-04-22,0.6861859789047745
2021-04-23,0.6286643974925826
2021-04-24,0.6368351782015346
2021-04-25,0.6931610446342528
2021-04-27,0.7590259167134651
2021-04-30,0.6863122918686468
2021-05-01,0.6436568252509769
2021-05-02,0.6783832016625276
2021-05-04,0.9907582099171327
2021-05-05,0.9854845110282467
2021-05-06,1.0495975606343908
2021-05-07,1.0501231407230807
2021-05-08,1.033826260353627
2021-05-12,1.1332410486923132
2021-05-14,1.185333379973677
2021-05-15,1.2712762850462522
2021-05-16,1.4118073410552747
2021-05-17,1.3984740207569695
2021-05-18,1.445297484392958
2021-05-19,1.4542145237197597
2021-06-05,3.634618055067351
2021-06-15,3.326089517015256
2021-06-16,2.068270316342391
2021-06-18,1.7498742289592326
2021-06-23,1.3781401599671177
2021-06-25,1.1856568296393168
2021-06-26,1.2299155019606187
2021-06-27,1.205815837515297
2021-06-29,1.126666785123014
2021-06-30,1.133186238359979
2021-07-03,1.1485711102151714
2021-07-04,1.1482997126431076
2021-07-06,1.1683765297740203
2021-07-07,1.178938745998583
2021-07-08,1.1417124616600367
2021-07-10,1.2039274715052548
2021-07-11,1.164430480403644
2021-07-12,1.155679999899594
2021-07-13,1.1860868691769186
2021-07-16,1.1132695698160893
2021-07-18,1.0966857183303271
2021-07-19,0.7074829861555029
2021-07-20,0.7305259809817681
2021-07-21,0.7007089685657119
2021-07-22,0.8630939883879178
2021-07-23,0.7741565324443436
2021-07-24,0.7983538527179636
2021-07-25,0.7185661510936526
2021-07-26,0.678121315475956
2021-07-28,0.6365251724988256
2021-07-29,0.5671685625962948
2021-08-03,0.514294772847347
2021-08-12,0.5908124725480959
2021-08-17,0.711770554675454
2021-08-18,0.5787090552447406
2021-08-21,0.5792387624793262
2021-08-25,0.6033836103756087
2021-08-26,0.5898920258409808
2021-08-29,0.6056330677428391
2021-09-03,0.6567187588217067
2021-09-07,0.5171442382009847
2021-09-09,0.7523242522855568
2021-09-26,1.187644177473873
2021-09-27,1.2079114190117475
2021-10-01,1.1100685766928942
2021-10-03,1.2307263942706064
2021-10-10,0.9069047087427012
2021-10-13,0.8817393960028745
2021-10-14,0.8935948132696889
2021-10-16,0.9073901209282869
2021-10-19,0.6432265306691048
2021-10-22,0.47395240972275
