Returns,EP_NB6,EP_NB7,EP_NB8,EP_NB9,EP_NB10,EP_NB11,EP_NB12,EP_NB13,EP_NB14,EP_NB15
0.0300000000000009,0.13285627246213708,0.1748524729196611,0.19843541162763612,0.1479289203467899,0.10965602175997291,0.1676772595425236,0.1909904212457881,0.042881549505967245,0.15597539136461397,0.14445306613476727
0.0400000000000009,0.12100938134020146,0.16533886275193171,0.1909607671785461,0.1398967462990914,0.09697478669116384,0.15810708884884866,0.1842601773366814,0.03145790244059387,0.14550607601847762,0.13609910806318715
0.0500000000000009,0.10779581273960219,0.1548968773629836,0.1830574258704533,0.1314055781626869,0.08238308163256162,0.14770732158891972,0.17737558997422032,0.018292055565225677,0.13361326161146478,0.12733876426267318
0.0600000000000009,0.09443262637723494,0.1445742104371174,0.17568690287134373,0.12349550476458533,0.06698786988008125,0.13758172093100934,0.17131924714002686,0.00439773386263753,0.12129217466505966,0.11928897348508999
0.0700000000000009,0.08215831344675234,0.1354427901916355,0.16981334943197715,0.11719955225996753,0.051933886417653716,0.12884455245770016,0.16705820499352522,-0.00918773358176771,0.10955862280939176,0.11305371550571378
0.0800000000000009,0.07214628099691,0.12853533045841953,0.1663433666243091,0.11347130045879643,0.03831832928885454,0.12254778480970697,0.1654754664628363,-0.021493822415679098,0.0993688598329155,0.10964439318580728
0.0900000000000009,0.0654344152681426,0.12479367376895839,0.16607700471745904,0.11312595168318088,0.02712306173648769,0.11962172000786897,0.16731419456327165,-0.031686861028244064,0.09155636601510675,0.10991485245689737
0.1000000000000009,0.06287848436293632,0.12503461775529517,0.16967534684622979,0.11680134490766486,0.019172776536756305,0.12083553517587463,0.17314080675387164,-0.03910989074696702,0.08679370776295008,0.11451810509801791
0.1100000000000009,0.06512962203235934,0.12993340218549768,0.17764484517274254,0.12493911747071276,0.015119385840777834,0.12677793760835093,0.18332714182651572,-0.043292032053495785,0.08557973090955392,0.12388497441913773
0.120000000000001,0.07262500093472071,0.14001686890819592,0.1903308325588575,0.1377769018157589,0.015440774993080376,0.13784883612268137,0.19804307301501395,-0.04394114893595072,0.08824062951705532,0.13821474834317526
0.130000000000001,0.08559158604452481,0.15566621453162416,0.20792013369753717,0.15535146579723147,0.020453801270284084,0.15426193738533828,0.2172594807399771,-0.04091994981232334,0.09494477517575718,0.1574777403624622
0.140000000000001,0.10402076800747789,0.1770983870065958,0.23042341831679145,0.17747748956603196,0.030295579463977405,0.17602302020520666,0.2407281619220027,-0.03425896325524417,0.10568691160996387,0.1813913402534641
0.150000000000001,0.1276988481177061,0.20438844273144718,0.25769640864230614,0.2037730709591057,0.0449655925980638,0.20295485895061705,0.2680059744489463,-0.024098788659754154,0.12033110595095452,0.20944691085137598
0.160000000000001,0.15625565764701302,0.23750520304732542,0.28947370237198244,0.2337004030739904,0.06438755183794277,0.23473729337749702,0.29849334426732116,-0.010609383333103444,0.13867277759525018,0.2409531939306874
0.170000000000001,0.18917295466948092,0.27631741231032525,0.3253746140889929,0.26657279950885693,0.08842745213479118,0.27091370329016173,0.3314409157680049,0.006039716551370839,0.16045841244024428,0.2750430984227474
0.180000000000001,0.22580701742811815,0.32061030743869806,0.364918892773243,0.30157359720156857,0.11692708859497278,0.3109093406239647,0.3659674460033713,0.025727152119125327,0.18542021207539006,0.3106934128457042
0.190000000000001,0.265406775353753,0.37009891485872976,0.4075393349945148,0.33777132582596703,0.14973271313559422,0.354045934427389,0.40107416467152573,0.048421847276522434,0.21330604852278381,0.3467404553134786
0.200000000000001,0.30715784744131625,0.4244603474158735,0.45261242105867605,0.37415655269207104,0.18675190551297613,0.3995779345266326,0.43567965303805345,0.07425792074815847,0.24393667387052073,0.3819193090198381
0.210000000000001,0.35013565525802354,0.48329941834293294,0.49942569716710794,0.4096026545392268,0.22791142220060287,0.4466528113128835,0.4685827088766311,0.10349445907996696,0.2771672751806134,0.4148202813137012
0.220000000000001,0.3933214018689503,0.5461603599014575,0.5471888914646053,0.44287918637410323,0.27318350931032875,0.4943238632248309,0.4984750019695655,0.13655489691986664,0.31291516519809764,0.4439025944907872
0.2300000000000011,0.43567370901082497,0.6125793607282823,0.5950837498216104,0.4727118170255812,0.3226728300543646,0.5416095118425257,0.5239978116078983,0.17413687748540638,0.351246026295201,0.46755874660181207
0.2400000000000011,0.47654797518623815,0.67686891948656,0.6411365245554835,0.4991509814886553,0.37338232585240333,0.5871183317818425,0.545980474024127,0.2142651508539829,0.3906021062262627,0.4874402254602369
0.2500000000000011,0.5157572329826051,0.7339534142507358,0.6838311031875148,0.5230875264552749,0.4222350193469064,0.6299356979056899,0.5660519518850704,0.2544846230973452,0.4292933677116085,0.5060310179646949
0.2600000000000011,0.5531828260861608,0.7844092098053976,0.7232198365351611,0.5448915961622341,0.46913907848587494,0.670011437085142,0.5844578601909777,0.29458205287742806,0.46714459101417843,0.5234362932473509
0.2700000000000011,0.588749177702374,0.8286659989646075,0.7593523813122662,0.564890607036762,0.5139300582678085,0.707319302064173,0.6014527829899117,0.33427932730563187,0.5039538470805847,0.5398298508495578
0.2800000000000011,0.6224112531817471,0.8671949800922345,0.7923183867339127,0.5833490845419235,0.5564886835275478,0.7418731560730681,0.6172416716481807,0.37333406182243617,0.5395543579889676,0.5553498205567756
0.2900000000000011,0.6541512665495689,0.9004871345015377,0.8222389837630354,0.6004822051428127,0.5967370016645553,0.7737207253776245,0.6319906971071714,0.41153949354434477,0.5738130708502485,0.57010690735545
0.3000000000000011,0.6839747819036903,0.9290359792091036,0.8492588232410234,0.6164660081108542,0.6346335989616205,0.8029372409318722,0.6458353722412586,0.4487227749650292,0.6066280470599331,0.5841904024990492
0.3100000000000011,0.7119072663984566,0.9533248109200185,0.8735393456370797,0.6314456501982971,0.6701691116046489,0.8296198615852156,0.6588871485403835,0.4847431031234603,0.6379258594515907,0.5976731402390073
0.3200000000000012,0.7379902619873735,0.9738170866320949,0.8952526259120391,0.6455414086994824,0.7033611917361239,0.8538821747673485,0.6712381348027068,0.5194887267378656,0.6676581979956245,0.6106148385257849
0.3300000000000012,0.7622781494088815,0.9909499694882434,0.9145763804724291,0.6588535782656322,0.7342500437862005,0.8758495667298045,0.682964965657598,0.552874157395117,0.6957987788297694,0.623064885069026
0.3400000000000012,0.7848352322073834,1.0051302354430183,0.9316898519139702,0.671466306263735,0.7628942785677514,0.8956552060183364,0.694131819027517,0.5848373272156271,0.722340333690146,0.6350644756321092
0.3500000000000012,0.8057332793562183,1.0167321257550854,0.9467705741763629,0.6834507075700923,0.7893672701452596,0.9134367224967956,0.7047928719633583,0.6153369478728211,0.7472918812860208,0.6466483663837246
0.3600000000000012,0.8250490440766081,1.0260963617713508,0.9599915937278907,0.6948670413365358,0.8137535157557804,0.9293331437591333,0.714993963358952,0.6443495311092031,0.7706758212634744,0.6578459194893458
0.3700000000000012,0.8428622188820997,1.0335303099479367,0.9715193853128683,0.7057664890158739,0.8361455182913528,0.943482437975846,0.7247739542292755,0.6718667157596258,0.79252537558685,0.6686819635271561
0.3800000000000012,0.8592543114731068,1.0393093742456154,0.9815127263807769,0.7161930674603644,0.8566417317558854,0.9560200341165151,0.7341662754859842,0.697893569133085,0.8128829213197153,0.6791779988396353
0.3900000000000012,0.8743073384134881,1.0436785897447574,0.9901216986769769,0.7261848611016665,0.8753443762764931,0.9670773665884052,0.7431998787491776,0.722446512282931,0.8317980824470282,0.6893528202769095
0.4000000000000012,0.888102897127119,1.046854662560607,0.9974871515235897,0.7357751313506293,0.8923577372254506,0.9767808835138531,0.7519001091424845,0.7455516181316203,0.8493261931487258,0.6992231335268553
0.4100000000000012,0.9007210409798949,1.049027910200613,1.0037401794428442,0.7449928964013843,0.9077863231737211,0.9852510121540083,0.7602891075554379,0.7672425866960367,0.8655265454153614,0.7088036978249613
0.4200000000000012,0.9122394436507374,1.050364368836572,1.0090019127476983,0.7538634504524554,0.9217334111464991,0.9926014645064105,0.7683861805019802,0.7875590400001644,0.8804609465377468,0.7181074859410652
0.4300000000000012,0.9227334902854514,1.0510084718247021,1.013384031753629,0.7624094077408693,0.9343006707984511,0.9989393953635708,0.7762086870810476,0.8065459657944853,0.894193267772624,0.7271464829500425
0.4400000000000013,0.9322757629274242,1.0510851334063624,1.016988911634846,0.7706510327293845,0.9455871947594249,1.004365115403554,0.7837722667573387,0.8242523869567451,0.906788379785976,0.7359317636138752
0.4500000000000013,0.9409354803948103,1.0507016224437853,1.0199097659390735,0.7786063615075464,0.9556885406838467,1.0089718122876041,0.7910908830958113,0.8407299796696153,0.9183110696639709,0.7444733880133324
0.4600000000000013,0.9487784497675386,1.0499496210982453,1.0222311591208573,0.7862916109820162,0.9646963868262921,1.0128457325276101,0.798177151131143,0.8560323564946914,0.928825529218036,0.7527806477592047
0.4700000000000013,0.9558671397976617,1.0489071780594523,1.0240296035165104,0.7937215752389392,0.9726983716009416,1.0160664881025419,0.8050426618564236,0.8702145288047651,0.9383950066854584,0.7608623291994411
0.4800000000000013,0.9622605295339732,1.0476403040580513,1.0253739892308948,0.8009097402168078,0.9797777343680826,1.0187071895168693,0.8116980477412288,0.8833321152497704,0.947081257933136,0.7687266958058795
0.4900000000000013,0.9680140063483359,1.0462044173943796,1.0263260299581358,0.8078683637766754,0.9860130509915411,1.0208346271769848,0.8181530218984403,0.8954406473584473,0.9549440855266759,0.7763814543058286
