ttm,regime,regime_code,P_NB,BP_contrib_neg,int_P_neg,int_Q_neg,risk_price_neg_Q_over_P,BP_contrib_pos,int_P_pos,int_Q_pos,risk_price_pos_Q_over_P
45,Overall,OA,P_NB6,0.0281150858609088,0.17210483163856174,0.19362249328080178,1.1250264820422322,0.2997395736464118,0.30150185178975447,0.15365063849666402,0.5096175614994525
45,HV,HV,P_NB6,0.042564355940097,0.17407413824475396,0.20488464912899787,1.1769964866402114,0.2762909558064851,0.2969590746074607,0.15922980446915028,0.5362011741167713
45,LV,LV,P_NB6,-0.0051292580614187,0.15755464433281652,0.1572601071113602,0.9981305709983761,0.4325894448701278,0.33504087472962074,0.13563705474507282,0.4048373347118689
