m,p_density
-1.0,1.0775314919634647e-300
-0.99,1.922345831921842e-06
-0.98,3.6327427686458866e-05
-0.97,0.00016577443984136587
-0.96,0.00044933418280577325
-0.95,0.0009301372720043102
-0.94,0.001633381845948673
-0.9299999999999999,0.002569966568189975
-0.9199999999999999,0.0037428998931526
-0.9099999999999999,0.005141702439564058
-0.8999999999999999,0.0067504512778266594
-0.8899999999999999,0.008556313651827583
-0.8799999999999999,0.010533784568512684
-0.8699999999999999,0.012667292533627033
-0.8599999999999999,0.014934777086731299
-0.8499999999999999,0.017319942552271365
-0.8399999999999999,0.01980608650085662
-0.8299999999999998,0.02237258504423159
-0.8199999999999998,0.025010402676871428
-0.8099999999999998,0.027706907600157496
-0.7999999999999998,0.030450799193821838
-0.7899999999999998,0.03323423299240419
-0.7799999999999998,0.03605345327035784
-0.7699999999999998,0.03889957586819236
-0.7599999999999998,0.041771318853592476
-0.7499999999999998,0.044668841438727194
-0.7399999999999998,0.04758643111831317
-0.7299999999999998,0.05053099540442066
-0.7199999999999998,0.053500517248104285
-0.7099999999999997,0.05650064924219379
-0.6999999999999997,0.05953585364444991
-0.6899999999999997,0.06260965652537652
-0.6799999999999997,0.06573023497309585
-0.6699999999999997,0.06890708276248955
-0.6599999999999997,0.07214571796109956
-0.6499999999999997,0.07545982501165488
-0.6399999999999997,0.07885622208014341
-0.6299999999999997,0.0823504906431692
-0.6199999999999997,0.08596948387596866
-0.6099999999999997,0.08974286196501698
-0.5999999999999996,0.09361696590063305
-0.5899999999999996,0.09765839130566331
-0.5799999999999996,0.10187827257461925
-0.5699999999999996,0.10629593899446015
-0.5599999999999996,0.1109335730889654
-0.5499999999999996,0.11581315828477266
-0.5399999999999996,0.12096230924431423
-0.5299999999999996,0.12641204080783072
-0.5199999999999996,0.13218600019339338
-0.5099999999999996,0.13831292804925868
-0.49999999999999956,0.14483530206664147
-0.48999999999999955,0.15179444098233918
-0.47999999999999954,0.15922188989501845
-0.46999999999999953,0.1671698407445714
-0.4599999999999995,0.17568561226183996
-0.4499999999999995,0.18482205800018733
-0.4399999999999995,0.1946417311990633
-0.4299999999999995,0.20519978724033794
-0.4199999999999995,0.21655868187903204
-0.4099999999999995,0.22880445358347173
-0.39999999999999947,0.24200828599046928
-0.38999999999999946,0.25626757572098796
-0.37999999999999945,0.27159411470636874
-0.36999999999999944,0.2880837777929878
-0.35999999999999943,0.30591386691747413
-0.3499999999999994,0.32508394372287597
-0.3399999999999994,0.34561514401976706
-0.3299999999999994,0.3674970328292249
-0.3199999999999994,0.39088785525770015
-0.3099999999999994,0.41595001541288706
-0.2999999999999994,0.4427122097577842
-0.28999999999999937,0.4712716967651369
-0.27999999999999936,0.501656542369694
-0.26999999999999935,0.5338521611647132
-0.25999999999999934,0.5679656578232315
-0.24999999999999933,0.6039999884466879
-0.23999999999999932,0.6419816408826666
-0.22999999999999932,0.6819938241045694
-0.2199999999999993,0.7236419010964701
-0.2099999999999993,0.7672474598511082
-0.1999999999999993,0.8126094669021285
-0.18999999999999928,0.85993403208198
-0.17999999999999927,0.9089293194568242
-0.16999999999999926,0.9592890537426837
-0.15999999999999925,1.0099013242565844
-0.14999999999999925,1.062717464808588
-0.13999999999999924,1.1165101430637534
-0.12999999999999923,1.1700130478175281
-0.11999999999999922,1.2237355190816077
-0.10999999999999921,1.2794227114822188
-0.0999999999999992,1.3337181675271543
-0.08999999999999919,1.3860766354581326
-0.07999999999999918,1.4360324880884954
-0.06999999999999917,1.4843112963840706
-0.059999999999999165,1.532472760236967
-0.049999999999999156,1.5762952480036416
-0.03999999999999915,1.617528591389706
-0.02999999999999914,1.6514802515812095
-0.01999999999999913,1.676070522260993
-0.00999999999999912,1.6971009226857785
8.881784197001252e-16,1.7036437208304698
0.010000000000000897,1.7041164559705109
0.020000000000000906,1.6960692011022998
0.030000000000000915,1.680293393069671
0.040000000000000924,1.6508184889651587
0.05000000000000093,1.6161515054650974
0.06000000000000094,1.5790662453122235
0.07000000000000095,1.538993176326117
0.08000000000000096,1.496922681041918
0.09000000000000097,1.4536659222610946
0.10000000000000098,1.4098325349289473
0.11000000000000099,1.365852376260074
0.120000000000001,1.3220138273137025
0.130000000000001,1.2785608503971395
0.140000000000001,1.2357555421898887
0.15000000000000102,1.1937441749263162
0.16000000000000103,1.1526459173574124
0.17000000000000104,1.112524621835502
0.18000000000000105,1.0733862262344522
0.19000000000000106,1.035302993843331
0.20000000000000107,0.998382806480687
0.21000000000000107,0.9626736896396129
0.22000000000000108,0.9282641145542933
0.2300000000000011,0.8951981149613704
0.2400000000000011,0.8634203002733661
0.2500000000000011,0.8328554686993007
0.2600000000000011,0.8035106370564752
0.27000000000000113,0.7753862300474677
0.28000000000000114,0.7484359838577127
0.29000000000000115,0.7226174462655501
0.30000000000000115,0.6979005126923984
0.31000000000000116,0.6742449210347172
0.3200000000000012,0.6516154563332212
0.3300000000000012,0.6299778304252206
0.3400000000000012,0.6092957993498166
0.3500000000000012,0.5895290243971839
0.3600000000000012,0.5706495578985658
0.3700000000000012,0.5526197800381847
0.3800000000000012,0.5354087123389748
0.39000000000000123,0.5189814087841274
0.40000000000000124,0.5033077539508668
0.41000000000000125,0.4883471489819117
0.42000000000000126,0.47408268437189444
0.43000000000000127,0.46047873301260345
0.4400000000000013,0.4475061764279862
0.4500000000000013,0.43513060772720297
0.4600000000000013,0.4233371109254454
0.4700000000000013,0.41209549237118676
0.4800000000000013,0.4013758121064415
0.4900000000000013,0.39116011833649206
0.5000000000000013,0.3814224951754271
0.5100000000000013,0.3721507880217375
0.5200000000000014,0.36331279530246086
0.5300000000000014,0.3548946605959321
0.5400000000000014,0.34687700919667735
0.5500000000000014,0.3392444497069589
0.5600000000000014,0.3319769394102301
0.5700000000000014,0.32505967254127677
0.5800000000000014,0.3184758866016813
0.5900000000000014,0.3122188664232397
0.6000000000000014,0.30626326372994056
0.6100000000000014,0.300598880820877
0.6200000000000014,0.2952286883828737
0.6300000000000014,0.29011505303813145
0.6400000000000015,0.28527213188012074
0.6500000000000015,0.2806730601521149
0.6600000000000015,0.27630768131449623
0.6700000000000015,0.2721816888241928
0.6800000000000015,0.2682671087308602
0.6900000000000015,0.2645620910020646
0.7000000000000015,0.2610696721737184
0.7100000000000015,0.25777881363306876
0.7200000000000015,0.2546579729726021
0.7300000000000015,0.2517510775769431
0.7400000000000015,0.24899544020887704
0.7500000000000016,0.24642970322515412
0.7600000000000016,0.24402014927426485
0.7700000000000016,0.24178906374691952
0.7800000000000016,0.2396954771626265
0.7900000000000016,0.23776622601651518
0.8000000000000016,0.23598900832368985
0.8100000000000016,0.2343500205964419
0.8200000000000016,0.23285242529670705
0.8300000000000016,0.23150425382337322
0.8400000000000016,0.2302944848489348
0.8500000000000016,0.22920128011278476
0.8600000000000017,0.2282533270439054
0.8700000000000017,0.2274147914519539
0.8800000000000017,0.22672886594825933
0.8900000000000017,0.22613964820478738
0.9000000000000017,0.22568937214934592
0.9100000000000017,0.22536090185560606
0.9200000000000017,0.22516173320942653
0.9300000000000017,0.22507181903195092
0.9400000000000017,0.22509827384549502
0.9500000000000017,0.22524778116430705
0.9600000000000017,0.22550512776109224
0.9700000000000017,0.2259091655588924
0.9800000000000018,0.22639271630786442
0.9900000000000018,0.22704845793194695
1.0000000000000018,0.21513835699952089
