Date,MLB
2019-04-11,0.017617484930953276
2019-04-15,0.013135231028296092
2019-04-29,0.018477864219114862
2019-05-02,0.015079654880251788
2019-05-07,0.017730779670137482
2019-05-09,0.01746550723193146
2019-05-10,0.019707639621401672
2019-06-04,0.02446872528956935
2019-06-06,0.020023624277709248
2019-07-25,0.033820027252777864
2019-08-29,0.02170906551672966
2019-09-12,0.01520506909414506
2019-10-03,0.02056299518364823
2019-10-09,0.018243829625466595
2019-10-12,0.017580850662439404
2020-01-01,0.0124287296112771
2020-01-05,0.012438704521161515
2020-01-06,0.012107908743299445
2020-01-07,0.01491131467919841
2020-01-09,0.013602714562346768
2020-01-12,0.014030035210063147
2020-01-13,0.013957160730828009
2020-01-18,0.021955972848076124
2020-01-20,0.02315554165703917
2020-01-21,0.015511871737118989
2020-01-25,0.014811517081585467
2020-01-28,0.014975316291104419
2020-02-10,0.02284570307925725
2020-02-11,0.021268507724738726
2020-03-06,0.014017621784972359
2020-03-07,0.01391280086892976
2020-03-16,0.11101140091255883
2020-03-29,0.0429712615406147
2020-04-02,0.03200323191156144
2020-04-04,0.029373615636894747
2020-04-06,0.030292553312909764
2020-04-07,0.027132320182918744
2020-04-10,0.031000077367396798
2020-04-12,0.032151153796325875
2020-04-13,0.031167858663225925
2020-04-17,0.027064055031420627
2020-04-19,0.028843045516371096
2020-04-21,0.033243385188030425
2020-04-22,0.024482585474358262
2020-04-26,0.02196871658835575
2020-04-29,0.02528728017980825
2020-05-04,0.02472030228157602
2020-05-06,0.02329204307688147
2020-05-07,0.025135097514971533
2020-05-08,0.025572276514723498
2020-05-28,0.015172665386005793
2020-06-01,0.02036370689001569
2020-06-02,0.0212703927808955
2020-06-03,0.020525971452921957
2020-06-04,0.01955293565257
2020-06-07,0.0147610677667091
2020-06-08,0.01584781217069893
2020-06-09,0.012120606767832243
2020-06-10,0.012536485332084502
2020-06-11,0.01629862482932183
2020-06-14,0.01608810804708552
2020-06-15,0.017878768088691883
2020-06-16,0.01845793824159491
2020-06-17,0.01498393859955308
2020-06-18,0.014489221340122047
2020-06-19,0.012128906541362176
2020-06-21,0.011984580930630054
2020-06-23,0.013303976380095563
2020-06-24,0.013489604214588271
2020-07-10,0.010432366302698731
2020-07-12,0.008945997957590155
2020-07-21,0.009243534232745286
2020-07-26,0.016945786188465546
2020-07-28,0.019543326561617787
2020-08-05,0.022287967878784246
2020-08-06,0.021684351045738796
2020-08-07,0.01937173011490266
2020-08-08,0.019130828637338684
