,Overall,HV,LV
EP_hat,1.3676514489546594,1.428449384060807,1.1389231149504433
mu_P,1.3933559772565463,1.4524380166802469,1.170167795801507
mean_rf,0.02570452830188679,0.023988632619439867,0.031244680851063824
n_obs,795.0,607.0,188.0
