m,p_density
-1.0,3.35261319076502e-301
-0.99,3.382813975448694e-301
-0.98,3.427438935309764e-08
-0.97,1.728253477291335e-07
-0.96,1.3717424238995572e-06
-0.95,4.979238148967345e-06
-0.94,1.416136839466878e-05
-0.9299999999999999,3.0680755162524416e-05
-0.9199999999999999,5.794844443715849e-05
-0.9099999999999999,9.89666523014129e-05
-0.8999999999999999,0.0001557090183503537
-0.8899999999999999,0.00023270693712558135
-0.8799999999999999,0.00032951652522547007
-0.8699999999999999,0.00045034598466057345
-0.8599999999999999,0.000595109960391501
-0.8499999999999999,0.000765513652496366
-0.8399999999999999,0.0009628961730630369
-0.8299999999999998,0.0011888958144231608
-0.8199999999999998,0.0014428171034038784
-0.8099999999999998,0.0017265440127925303
-0.7999999999999998,0.0020392299682812937
-0.7899999999999998,0.002384185373788798
-0.7799999999999998,0.002758708886250078
-0.7699999999999998,0.0031666281842815266
-0.7599999999999998,0.0036071035259177594
-0.7499999999999998,0.0040805398917355224
-0.7399999999999998,0.0045879602927691296
-0.7299999999999998,0.00513244415942519
-0.7199999999999998,0.005713112529227724
-0.7099999999999997,0.006332565077947105
-0.6999999999999997,0.006991609769044433
-0.6899999999999997,0.007692390513795437
-0.6799999999999997,0.008436898839839672
-0.6699999999999997,0.00922756751566153
-0.6599999999999997,0.010066319594444123
-0.6499999999999997,0.01095632813942965
-0.6399999999999997,0.011900129179567325
-0.6299999999999997,0.012901754184674917
-0.6199999999999997,0.013964477169383531
-0.6099999999999997,0.015093423215622579
-0.5999999999999996,0.01629214455128815
-0.5899999999999996,0.01756671948227348
-0.5799999999999996,0.01892209662304004
-0.5699999999999996,0.020364720852222077
-0.5599999999999996,0.021902063343494205
-0.5499999999999996,0.023542682807499535
-0.5399999999999996,0.02529383414939808
-0.5299999999999996,0.027168123542939918
-0.5199999999999996,0.02917526124809544
-0.5099999999999996,0.031328493363237876
-0.49999999999999956,0.03364115421840174
-0.48999999999999955,0.03613331511549293
-0.47999999999999954,0.03881940205278705
