ttm,regime,regime_code,P_NB,BP_contrib_neg,int_P_neg,int_Q_neg,risk_price_neg_Q_over_P,BP_contrib_pos,int_P_pos,int_Q_pos,risk_price_pos_Q_over_P
27,Overall,OA,P_NB6,0.026366579,0.122540725,0.137662778,1.123404307,0.651795618,0.387606415,0.124200879,0.320430402
27,HV,HV,P_NB6,0.043084637,0.125020143,0.148993302,1.19175437,0.614258957,0.38438715,0.132380696,0.344394175
27,LV,LV,P_NB6,-0.021542117,0.109148225,0.101079652,0.92607692,0.784632851,0.393035104,0.097790515,0.248808604
